#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle	后日谈ID
600017	killer_corpse2	B200006	200006	M200006	S200006	0	叶掌门（金尸）	在世时身为崆峒派掌门人的叶寒霜，精通本门七伤拳，已到达可震碎目标内部不使其形有损的震山打虎劲，可惜为傀尸所害，享寿四十有七。	1	63	我尸故我在	0
600018	etc_scorpion	B200006	200006	M200006	S200006	0	尸鳖	一种寄身在尸身的怪虫，其形似蝎，带有剧毒，尤其喜欢群体行动，可以把一头大象啃至尸骨无存，十分的凶暴。	1	44	尸虫之王	0
600019	Guanfu_leaf	B990023	990023	M990023	S990023	0	神秘人	剑法奇高的神秘人，兴趣是半夜在别人家屋顶舞剑。	1	0	神秘剑客	0
600020	Guanfu_snow	0	0	0	0	0	大怪鸟	我是神雕不是怪鸟	1	0	0	0
600021	Jiang_pupil	0	0	0	0	0	赛王府家仆	江府家丁	1	0	江府家丁	0
600022	East_killer	B100116	100116	M100116	S100116	0	知名不具	不知来历的中原人，神秘，十分神秘！	1	0	神秘人	0
600023	East_killer	B100116	100116	M100116	S100116	0	景夫人	不知来历的中原人，神秘，十分神秘！	0	0	神秘人	0
600024	East_killer	B100116	100116	M100116	S100116	0	景初	不知来历的中原人，神秘，十分神秘！	1	0	神秘人	0
600025	killer_Pixie	B200002	200002	M200002	S200002	0	神秘老者	天意城城主，也是法外三旬事件幕后真正主使，为了称雄武林而无所不用其极。即便拖着残缺的身躯，百年来心里的火焰都未曾熄灭。	1	63	天意难违	0
600026	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑(?)	究竟哪一个人才是真正的欧阳笑？	1	63	寒齿蝙蝠	0
600027	Rogue02	B360086	360086	0	S360086	0	阿黑	成都城中路人，与小芳疑似情侣	1	0	掳人大盗	0
600028	LY_fishergirl	0	0	0	0	0	小芳	成都城中路人	0	0	0	0
600029	LY_fishergirl	0	0	0	0	0	罗剎人	成都城中路人	1	0	0	0
600030	LY_fishergirl	0	0	0	0	0	东北居民	成都城中路人	1	0	0	0
600031	LY_fishergirl	0	0	0	0	0	老管家	铸剑山庄老管家	1	0	0	0
600032	HO_man01	0	0	0	0	0	西域商人	西域商人	1	0	0	0
600033	HO_soldier	0	0	0	0	0	西域卫兵	西域卫兵	1	0	0	0
600034	HO_woman01	0	0	0	0	0	西域居民	西域居民	1	0	0	0
600035	TS_Yang	B100091	100091	M100091	S100091	1	令狐大侠	昔年华山派的浪子，为人潇洒不羁，身怀武林绝学独孤九剑。后因缘际会结识魔教圣姑，谱出一段笑傲江湖。	1	0	华山浪子	0
600036	Rogue02	0	0	0	0	0	阿多	不知道为什么一直扶着门的人	1	0	0	0
600037	Rogue02	0	0	0	0	0	花族守卫	看门人	1	0	0	0
600038	Rogue02	0	0	0	0	0	色目人	看门人	1	0	0	0
600039	Rogue02	0	0	0	0	0	花族首领	看门人	1	0	0	0
600040	Rogue02	0	0	0	0	0	智者哲苏	看门人	1	0	0	0
600041	HO_woman01	0	0	0	0	0	尹婆婆	花族部落的好心人	0	0	0	0
600042	HO_woman01	0	0	0	0	0	巴尔塔	西域居民	1	0	0	0
600043	Etc_jpassa	B360068	360068	M360068	S360068	0	黑衣杀手	不要问，很可怕。	1	0	神秘杀手	0
600044	Etc_jpassa	B360068	360068	M360068	S360068	0	神秘的声音	不要问，很可怕。	1	0	神秘杀手	0
600045	Etc_jpassa	B360068	360068	M360068	S360068	0	翠兰	商鹤鸣的小妾	0	0	神秘杀手	0
600046	Etc_jpassa	B360068	360068	M360068	S360068	0	八卦门家丁	八卦门的家丁	1	0	神秘杀手	0
600047	Etc_jpassa	B360068	360068	M360068	S360068	0	黑冢上忍	誓死效忠黑冢罗王的忍者，从小接受抹灭人性与极为严苛的训练，一心只有主子。	1	34	甲贺一族	0
600048	DL_pupil3	B100069	100069	M100069	S100069	0	赫蒙族战士	守护原始森林的苗疆少数民族，对他们而言，这片野林是不容侵犯的圣地，闯入圣地的你要小心了。	1	8	苗疆勇士	0
600049	DL_pupil	B100068	100068	M100068	S100068	0	赫蒙族女战士	守护原始森林的苗疆少数民族，对他们而言，这片野林是不容侵犯的圣地，闯入圣地的你要小心了。	0	8	苗疆勇士	0
600050	WD_pupil	B100042	100042	M100042	S100042	0	武当弟子	他们当真是名门正派的弟子吗？为何使用的武功，如此诡异？	1	3	武当弟子	0
600051	Blade_pupil	B100086	100086	M100086	S100086	0	绝刀门人	他们当真是名门正派的弟子吗？为何使用的武功，如此诡异？	1	15	绝刀门人	0
600052	Sword_pupil	B100073	100073	M100073	S100073	0	天剑门人	他们当真是名门正派的弟子吗？为何使用的武功，如此诡异？	1	12	天剑门人	0
600053	TM_pupil	B100083	100083	M100083	S100083	0	唐门门人	他们当真是名门正派的弟子吗？为何使用的武功，如此诡异？	1	14	唐门门人	0
600054	CC_pupil	B100124	100124	M100124	S100124	0	青城门人	他们当真是名门正派的弟子吗？为何使用的武功，如此诡异？	1	22	青城门人	0
600055	BG_pupil	B100090	100090	M100090	S100090	0	八卦门人	他们当真是名门正派的弟子吗？为何使用的武功，如此诡异？	1	16	八卦门人	0
600056	WD_pupil	B100042	100042	M100042	S100042	0	首蛇道弟子	武当派菁英，真武七截阵一出，少有敌手！	1	3	武当弟子	0
600057	WD_pupil	B100042	100042	M100042	S100042	0	玄龟道弟子	武当派菁英，真武七截阵一出，少有敌手！	1	3	武当弟子	0
600058	WD_pupil	B100042	100042	M100042	S100042	0	兵鸦道弟子	武当派菁英，真武七截阵一出，少有敌手！	1	3	武当弟子	0
600059	WD_pupil	B360084	360084	M360084	S360084	0	杨雨枫	古墓派的后人	0	0	古墓传人	0
600060	Player	B100014	100014	M100014	S100014	0	米忒	东方未明的养母，来自鲸鱼岛	1	2	江湖游侠	0
600061	Ghost_pupil	B200028	200028	M200028	S200028	0	铁叉厉鬼	酆都派遣到铁叉部，协助其并吞毒龙教的精英，拥有不错的实力。	1	40	酆都鬼众	0
600062	Ghost_pupil	B200028	200028	M200028	S200028	0	阿吉	酆都阎罗派到逍遥谷的猫咪。PS:主要任务装萌去分裂逍遥谷门人的感情	1	40	酆都鬼众	0
600063	Monkey	B360032	360032	M360032	S360032	0	马猴	生长在林中的顽皮马猴，以作弄途人为乐，身上藏有不少路人留下来的好东西。	1	62	齐天大圣	0
600064	Hunter_boss	B200030	200030	M200030	S200030	0	万劳九	统御地下黑拳的扛坝子，亦是绿林黑道中响当当的人物，外号老狗万。有一身为兽王庄主的胞兄万青山。	1	6	老狗万	0
600065	Etc_jp01	B100144	100144	M100144	S100144	0	上泉	来自东瀛的剑术高手，其背景身分皆不详。	1	25	东瀛剑圣	0
600066	LY_tonbohu	B100203	100203	0	0	0	唐伯虎	以山水画、人物画闻名于世，被称为江南第一才子，性情狂放不羁，仕途失意之后，从此潜心书画。	1	0	风流才子	0
600067	LY_soldier3	B990037	990037	M990037	S990037	0	神枪兵	保命要紧，你还有闲情逸致看他的简介？	1	11	神机营精锐	0
600068	LY_BonBon	B990035	990035	M990035	S990035	0	神火兵	保命要紧，你还有闲情逸致看他的简介？	1	11	神机营精锐	0
600069	Xyg_NEW_Gingi	B210002	210002	M210002	S210002	1	荆棘(?)	？？？？？？	1	2	刀剑双绝	0
600070	Rogue01	B360085	360085	0	0	0	王大霸	欺负东方未明的村中小霸王	1	0	不良青年	0
600071	Rogue02	B360086	360086	0	0	0	史骨头	欺负东方未明的村中小霸王	1	0	不良青年	0
600072	Player	B600072	600072	M600072	S600072	0	蓝衫少年	初出江湖的少年，胸怀壮志，一心想要成为像小虾米那样的大英雄。	1	2	江湖游侠	0
600073	Gb_pupil01	B100102	100102	M100102	S100102	0	张三	据说是以往侠客岛龙木岛主的后代，长得跟路人似的，武功却极高。	1	0	赏善罚恶使	0
600074	BG_pupil	B100086	100086	M100086	S100086	0	李四	据说是以往侠客岛龙木岛主的后代，长得跟路人似的，武功却极高。	1	0	赏善罚恶使	0
600075	kille_die	B500083	500083	M500083	S500083	0	夜翼	似乎被抹煞一切情感，没有人知道他们从何而来，从何而去？唯一知道的只有，他们比讨命的鬼差，还要更凶，更狠。	1	0	无声之声	0
600076	five	B100412	100412	M100412	S100412	0	斗篷客	？？？？？？	1	0	舞秋风	0
600077	Robber_Heifon	B100111	100111	M100111	S100111	0	江洋大盗	恶名昭彰的江洋大盗，也是朝廷悬赏的对象。打倒他们的话，可以上朝廷领取花红。	1	27	恶贯满盈	0
600078	Robber_Heifon	0	0	0	0	0	静云庵弟子	静云庵中的俗家弟子	0	0	静云庵中人	0
600079	Etc_chuhuai2	B600079	600079	M600079	S600079	0	夜飘香	劫富济贫的侠盗，在百姓中声名甚佳	0	0	夜飘香	0
600080	Etc_chuhuai2	0	0	0	0	0	王思思	王少廷的妹妹	0	0	夜飘香	0
600081	Robber_Heifon	B100111	100111	M100111	S100111	0	马贼首领	马贼团的首领，你无法想象世上会有这么邪恶的人。	1	27	恶贯满盈	0
600082	LY_doubt03	B210072	210072	0	S210072	0	黄天化	劈卦拳大师兄，以名字跟封神演义中的黄天化同名而自豪。	1	0	黄嘴鹤	0
600083	WD_pupil	B100042	100042	M100042	S100042	0	李昭庆	原本是山西劈卦拳门人，甘愿叛出师门，受三刀六洞之刑后投师武当。	1	3	武当弟子	0
600084	WD_pupil	B100042	100042	M100042	S100042	0	神秘的声音	？？？	1	3	武当弟子	0
600085	etc_jpassa	B100116	100116	M100116	S100116	0	假夜飘香	假夜飘香之名，到处作案的人。	0	0	假货	0
910012	WD_pupil	B910012	910012	M910012	S910012	0	大公鸡	？？？	1	3	武当弟子	0
600086	etc_jpassa	0	0	0	0	0	封紫云	封青霄之妹，自出生便被断言罹患绝症，心脉缺损，阳气不足，导致阴寒积郁，日久而成为寒毒，侵入了脏腑筋骨。	1	0	0	0
600087	Ghost_woman	B200024	200024	M200024	S200024	0	孟婆	酆都的斥候，隐身于台面之下，负责刺探与情报搜集。擅使迷魂术，配合其美色时常可以套出一些极其隐密的情报。	0	40	忘魂汤	0
600088	LY_soldier3	B990035	990035	0	0	0	六扇门官兵	隶属于六扇门的官兵，行事带有江湖匪气。	1	11	六扇门人	0
600089	LY_soldier4	B360078	360078	0	0	0	六扇门捕快	隶属于六扇门的官兵，行事带有江湖匪气。	1	11	六扇门人	0
600090	Etc_hsu1	B100134	100134	M100134	S100134	1	落魄书生	此人号称无事不知。江湖上所有大小事情均逃不过他的掌握。着有武林通鉴，对于江湖人物的生平事迹有详细记载，并有其独到的见解与排名，极少出手，但武学造诣定然不差。精于茶道。	1	0	江湖百晓生	0
600091	TS_pupil	B100121	100121	M100121	S100121	0	阿忠	天山派弟子	1	21	天山门人	0
600092	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑(?)	究竟哪一个人才是真正的欧阳笑？	1	63	寒齿蝙蝠	0
600093	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑(?)	究竟哪一个人才是真正的欧阳笑？	1	63	寒齿蝙蝠	0
600094	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑(?)	究竟哪一个人才是真正的欧阳笑？	1	63	寒齿蝙蝠	0
600095	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑(?)	究竟哪一个人才是真正的欧阳笑？	1	63	寒齿蝙蝠	0
600096	Xyg_NEW_Xuan	B210001	210001	M210001	S210001	1	谷月轩	逍遥谷第四代大弟子，内力修为精纯，无瑕子多传其拳掌功夫。为人端方斯文，一身正气。平日行走江湖，维护正义，故人称逍遥拳不平，是最新一届少年英雄会武状元。	1	2	逍遥拳不平	0
600097	Xyg_NEW_Xuan	B210001	210001	M210001	S210001	1	谷月轩	逍遥谷第四代大弟子，内力修为精纯，无瑕子多传其拳掌功夫。为人端方斯文，一身正气。平日行走江湖，维护正义，故人称逍遥拳不平，是最新一届少年英雄会武状元。	1	2	逍遥拳不平	0
600098	Xyg_NEW_Xuan	B210001	210001	M210001	S210001	1	午津龙	恶德商人	1	2	乐极生悲	0
600099	Xyg_NEW_Xuan	B210001	210001	M210001	S210001	1	富坚由昭	恶德商人	1	2	假小日本	0
600100	Lier_zhao	B100055	100055	M100055	S100055	1	骗子少女	小名紫衣，外表清纯美丽，看似柔弱婉约，其实是诈骗集团中人。因自幼长于满是骗徒的奸狡环境中，而养成多疑，敏感，善于伪装的性格。倾慕强大的男性，对于信任的人也会以真心相待。	0	0	江湖游侠	0
600101	Rogue04_02	B360087	360087	0	S360087	0	阿疙儿	疙瘩马贼团首领，伤人不伤命。为人极重义气，似乎有不得以的原因才会落草为寇。	1	27	疙瘩仔	0
600102	TL_guard07	B600102	600102	M600102	S600102	0	判官	酆都高手，出身六扇门，本为朝廷命官，因个性刚直遭人陷害，千钧一发之际被阎罗所救，就此对朝廷心灰意冷而加入酆都，职掌赏罚，使用一只精铁锻铸判官笔做为武器，是认穴打穴的能手。笔上朱砂萃取自鹤顶红，见血封喉。	1	40	生死判	0
610158	killer_oyang	B200009	200009	M200009	S200009	0	幽谷客	自称幽谷客的神秘男子，除此之外，一切都是团谜。	1	0	幽谷客	0
610159	Killer_corpse	B200005	200005	M200005	S200005	0	傀尸	精通炼尸与傀儡术的茅山术士。四处搜集强者的尸体，以秘药将其做成不腐不朽的傀儡，并操控其杀人。	1	63	半人半尸	0
610160	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无	0
610161	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无	0
610162	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无	0
610163	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无	0
610164	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无	0
610165	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无	0
610166	TL_guard01	B610166	610166	M610166	S610166	0	婆竭罗	天龙教四天王之一，外表雌雄莫辨，个性冷酷，以玩弄敌人为乐。相当迷恋于自己的美貌。	1	1	四天王	0
610167	TL_guard02	B610167	610167	M610167	S610167	0	摄湿生	天龙教四天王之一，来自天竺国，是硬气功的高手。赤红的手掌是长期以朱砂修练掌功所致，威力足可劈石破玉。	1	1	四天王	0
610168	TL_guard03	B610168	610168	M610168	S610168	0	自在天	天龙教四天王之一，擅长舞蹈与丝竹，隶属于干达婆麾下，在干达婆反走后宣誓效忠龙王。擅使日月双轮，曾代阿修罗传功给修罗宫门人。	0	1	四天王	0
610169	TL_guard08	B610169	610169	M610169	S610169	0	持国天	天龙教四天王之一，年纪最长，掌法造诣出神入化，据说其实力并不在八部众之下。	1	1	四天王	0
610170	Rogue05	B360085	360085	0	S360085	0	山贼	占山为王的盗贼	1	27	山贼	0
610171	Rogue08	B360086	360086	M360086	S360086	0	山贼头领	占山为王的盗贼	1	27	山贼	0
610172	killer_ghost	B200012	200012	M200012	S200012	0	巴哈里德	乌衣教的主祭，你无法想象他有多邪恶。	0	0	大主祭	0
610173	HO_woman02	0	0	0	0	0	乌衣教众	虔诚的乌衣教众，他们会毁灭所有阻挡在眼前的异端。	0	0	杀身祭神	0
610174	Eur_solider	B610174	610174	M610174	S610174	0	仙希尔	原是侍奉法兰西王公贵族的骑士，有着相当高强的剑技。	0	0	王家骑士	0
610175	Eur_solider	0	0	0	0	0	路德教士	德国基督教神学家，宗教改革运动的主要发起人	0	0	马丁路德	0
800015	Xyg_Xuan	B100015	800015	M800015	S800015	1	谷月轩	逍遥谷第四代大弟子，温文儒雅，气宇轩昂。曾与师弟荆棘、师妹卫紫绫在数年前大破辟邪宫阴谋，是当代武林的传奇人物。虽在辟邪宫一役中强使万象归一而使经脉受损、终身难至绝顶高手之境，其实力仍不可小觑。	1	2	逍遥大儒侠	0
800016	Xyg_Gingi	B100016	800016	M800016	S800016	1	荆棘	逍遥谷第四代二弟子，擅使刀剑，武艺十分高强。他的性格就像一团烈火，容易灼伤别人、也容易灼伤自己。然而在与谷月轩与卫紫绫、还有师弟东方未明的相处之中，逐渐变得温和，至今已是威望武功皆首屈一指的人物。	1	2	刀剑金蛟	0
800035	Wyg_sheng	B100035	800035	M800035	S800035	1	沈湘芸	娴雅端秀，为忘忧谷神医之女。通灵体质，平素温和善良，有些小任性。但对厌恶的人事物毫不假以辞色。喜欢研究新的丹药，有收集伞的嗜好。	0	29	小医仙	0
800036	WD_Gushi	B100036	800036	M800036	S800036	1	古实	武当派古叶之子，为人正直憨厚。武功虽平平，不过生性不服输，苦干实练，有朝一日终可有所成，非常喜爱品茶。	1	3	以柔克刚	0
800037	WD_fang	B100037	800037	M800037	S800037	1	方云华	武当派大弟子。相貌堂堂，风流倜傥，武功为当代弟子之首，自称是风流剑客。除了女人之外，对于历代书法名家的作品也多有偏爱。	1	3	玉面侠剑	0
800054	XL_ren	B100054	800054	M800054	S800054	1	任清璇	貌如月季，态拟水仙。个性善良，但不易和人亲近，身世鲜为人知。此人深爱花艺，对各类花卉如数家珍，身上会散发出一股淡淡花香，是个谜样的女子。	0	5	姚黄仙子	0
800057	Pili_red2	B100057	800057	M800057	S800057	1	秦红殇	霹雳堂护法，一心想重振霹雳堂威名。看似高傲强悍，实则内心也有柔情似水的一面。	0	7	霹雳火	0
800059	Etc_shiyan	B100059	800059	M800059	S800059	1	史燕	身世不详，人称「盗墓燕」。由于从小便是孤儿，养成独立而古灵精怪的个性，见钱眼开，喜好一切的财宝古玩，尤以金饰为甚。	0	0	盗墓燕	0
800066	Guanfu_shiyi	B100066	800066	M800066	S800066	1	史义	绿林好汉，豪气干云。喜欢寻宝，对人常自称是水浒英雄史进的后代。	1	24	九头龙	0
800075	Jiang_Yu	B100075	800075	M800075	S800075	1	江瑜	河洛大侠江天雄之子，年纪轻轻便已得其父天罡拳真传。谦和有礼，心思缜密。平日喜欢与白马寺住持灵相禅师讨论佛学，对于佛学涉猎极深。	1	0	小神童	0
800089	BG_sheng02	B100089	800089	M800089	S800089	1	商仲仁	八卦门商鹤鸣之子。一手八卦刀，炉火纯青，招招不留情，人称九转连环刀。为人小奸恶、喜算计，志在振兴八卦门。喜好附庸风雅，收藏各名家字帖，藉以掩饰其恶性。	1	16	九转连环刀	0
800091	TS_Yang	B100091	800091	M800091	S800091	1	杨云	雍容的酒之君子，与傅剑寒为知交，两人不打不相识。与傅剑寒对酒的见解大异其趣。	1	21	江湖游侠	0
800092	Etc_fu	B100092	800092	M800092	S800092	1	傅剑寒	无门无派的游侠。生性潇洒，交游广阔。好饮酒，酒量无底。擅使剑，剑法多变。与杨云为莫逆之交。	1	0	江湖游侠	0
800094	Weapon_nan	B100094	800094	M800094	S800094	1	任剑南	铸剑山庄少庄主，任家世代以铸剑为志，不少神兵皆是出自铸剑山庄。好玩乐，喜古画。沉迷音律，荒于铸剑，武功平常。手中的白晶剑削铁如泥，兵家必争。	1	18	白晶剑客	0
800098	Gb_Xiaoyao	B100098	800098	M800098	S800098	1	萧遥	自幼便遭继父赶出家门，拜入丐帮大忠堂。悟性颇高，爱书成痴，尤对古代的历史及小说颇有涉猎。也喜品尝美食，拥有一身死缠滥打的功夫。	1	19	见人伸手	0
800104	killer_poison	B100104	100104	M100104	S100104	0	毒	天意城的杀手，本名不详。因长期修练毒功而使全身肌肤都呈现十分恐布的紫灰色，乍看之下有如鬼怪。毒术十分高强，不在玄冥子与摩乎罗迦之下。	1	10	天意之毒	0
800105	killer_sex	B100105	100105	M100105	S100105	0	浪	天意城的杀手，本名不详。是个妖娇美艳的女子，有着足以令任何男人心动的美妙躯体。生性浪荡，擅长以色诱术杀敌。然而她的身上似乎有一些小秘密？	1	10	天意之浪	0
800106	killer_crazy	B100106	100106	M100106	S100106	0	狂	天意城的杀手，本名不详。是个十足的疯子，杀人的手段十分残忍，往往要将目标用乱拳活活打死。下手明目张胆，猖狂之极。	1	10	天意之狂	0
820005	Killer_corpse	B200005	200005	M200005	S200005	0	傀尸	精通炼尸与傀儡术的茅山术士。四处搜集强者的尸体，以秘药将其做成不腐不朽的傀儡，并操控其杀人。本应在无名冢为萧复所杀、甚至亲手埋葬；然而这一切不过是他奸滑的诈死手法。精通人性的他，明白萧复一伙人不会有戮尸的行径，而他也确实算准了。	1	63	半人半尸	0
820013	killer_king	B200013	200013	M200013	S200013	0	赛王爷	东北金人的王爷，本名完颜赛尔康，是当年金小学王爷完颜康与宫女私通所生的后人。在被谷月轩等人击败后，藉装疯卖傻遁逃，其后隐世修练，魔功大成。	1	37	塞北之虎	0
820075	kille_die	B500083	500083	M500083	S500083	0	天意菁英	似乎被抹煞一切情感，没有人知道他们从何而来，从何而去？唯一知道的只有，他们比讨命的鬼差，还要更凶，更狠。	1	0	无声之声	0
890023	Guanfu_leaf	B990023	990023	M990023	S990023	0	叶孤	朝鲜四大高手，剑法冠绝朝鲜国，个性自傲，一直想与尹世允分个高下。	1	0	朝鲜神剑	0
890024	Guanfu_flower	B990024	990024	M990024	S990024	0	花玖瑟	朝鲜四大高手，生来便目不识物，但凭着超乎常人的触觉与嗅觉而练就绝世武功。	1	0	花间诗人	0
890025	Guanfu_bird	B990025	990025	M990025	S990025	0	金熙凤	朝鲜四大高手，自称风流而不下流，有着足以倾倒天下美女的容颜。擅长指功，可以肉指抵抗刀剑。	1	0	神来一指	0
890026	Guanfu_snow	B990026	990026	M990026	S990026	0	尹世允	朝鲜四大高手，刀后尹嫫欣之子。命犯天煞孤星，早已下定决心此生只与魔刀为伴。	1	0	天煞孤星	0
890013	killer_king	B200013	200013	M200013	S200013	0	赛王爷	东北金人的王爷，本名完颜赛尔康，是当年金小学王爷完颜康与宫女私通所生的后人。在被谷月轩等人击败后，藉装疯卖傻遁逃，其后隐世修练，魔功大成。	1	37	塞北之虎	0
890014	TL_guard05	B210163	210163	M210163	S210163	0	酆都丽鬼	酆都鬼众中的菁英，拥有意乱情迷的特殊天赋。	1	40	酆都鬼众	0
610176	etc_jpBoss	B200032	200032	M200032	S200032	0	黑冢罗王	东瀛海上霸主，统领成千上万的倭寇，对沿海造成极大的威胁。亦是东瀛忍者集团首领，施得诡秘的忍术而使人防不胜防，精通无声杀人法。	1	34	东瀛霸主	0
610177	TS_pupil	B100121	100121	M100121	S100121	0	萧铠	天山派弟子。	1	21	天山门人	0
610178	HZ_bitch05	0	0	0	0	0	碧莲	0	0	0	江湖游侠	0
610179	TL_guard06	B210164	210164	M210164	S210164	0	阿林	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众	0
700023	Ghost_yBoss	B700023	700023	0	S700023	0	阎丹生	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1		虬髯客	0
700024	Ghost_ywoman	B700024	700024	0	S700024	0	孟倩思	出身江南大族孟家的千金，后与护卫勤王幼子的侍卫聂胜相识相恋，为爱私奔，却遭锦衣卫追杀，夫离子散。	0		离魂倩女	0
700025	Ghost_yhorse	B700025	700025	0	S700025	0	罗煞	神枪会帮主，为人冲动好战，直爽豪迈，因不屑朝廷各种阴谋算计的手段和枉顾百姓的态度，辞官为寇，在江南一处山头立神枪会，专以官府薪饷、各地匪贼为目标，烧山放火，打家劫舍。	1		神枪无敌	0
700027	Ghost_ydragon	B700027	700027	0	S700027	0	敖广	东海龙宫帮主。为人有商业头脑，虽为海盗，但船队多以贸易、收受沿海百姓供养为生，并不胡乱劫掠；看不下去倭寇持续侵扰沿海居民，纠众反击，保得沿海渔民一时安宁，在东南沿海有着高人望。	1		海龙王	0


999001	ETC_salamande	B910001	910001	M910001	S910001	0	五毒蛇幼年体	居住在毒龙教的聖物，尖牙上閃爍著見血封喉的碧綠毒芒，讓人望而生畏。	1	44	五步蛇	0
999002	Ghost_pupil	B200028	200028	M200028	S200028	0	李沂	酆都副堂主。負責分舵在杭州一帶三成生意的帳，順便幹幹圍事，是個欺善怕惡的主。	1	40	羅煞分舵	0
999003	TL_guard05	B210163	210163	M210163	S210163	0	酆都厲鬼	酆都鬼眾中的菁英，擁有十分堅強的戰力。	1	40	酆都鬼眾	0
999004	TL_guard06	B210164	210164	M210164	S210164	0	酆都倀鬼	酆都鬼眾中的菁英，擁有十分堅強的戰力。	1	40	酆都鬼眾	0
999005	TL_guard04	B210165	210165	M210165	S210165	0	酆都絕鬼	酆都鬼眾中的菁英，擁有十分堅強的戰力。	1	40	酆都鬼眾	0
999006	killer_ghost	B200012	200012	M200012	S200012	0	酆都豔鬼	酆都中唯一的女性部隊，原本隸屬孟婆麾下，但孟婆下落不明後，便被調派到各處分舵支援。每一個都是瘋女人。	1	40	酆都鬼眾	0
999007	TL_pupil	B100130	100130	M100130	S100130	0	天龍教眾	天龍教眾，誰也不知道他們在想什麼。	1	1	天龍教眾	0
999008	TL_pupilxl	B100130	100130	M100130	S100130	0	天龍菁英	天龍教中的菁英，你不會想得罪他的。	1	1	天龍菁英	0
999009	TL_tlpupil	B100415	100415	M100415	S100415	0	天王舊部	天龍教天王的舊部，這些年來韜光養晦，一面尋找天王的行蹤。	1	1	蒼天兵	0
999010	killer_black	B100063	100063	M100063	S100063	0	花	神秘的黑衣杀手，没有人知道其真实身分。	0	10	神秘杀手	0
999011	WS_ pupil1	B100246	100246	M100246	S100246	0	天剑门弟子	天剑门入室弟子，欺软怕硬的货色	1	2	瀟湘水雲	0
999012	Robber_Heifon	B100111	100111	M100111	S100111	0	江洋大盗	全做些杀人越货之事的恶徒。	1	2	盗匪	0
999013	Xyg_Hu	B100019	100019	M100019	S100019	1	老胡	昆侖派的僕人，平日張羅打點谷內日常事務。十分擅長鑄造，常打造兵器下山販售，維持谷內的開銷。身世不詳，似乎家學淵源，有一把家傳的冷月寶刀，刀法實力，極其深厚。	1	2	总管	0
999014	BG_master	B100088	999018	M100088	S100088	0	麻花藤	迅騰派掌門。採武當太極之長，創八卦刀法與八卦掌法，號稱“八卦始祖”，模仿少林棍法，創八卦棍法，號稱“少林鼻祖”，故而為正道中人所蔑視。麻花藤卻不以為意，還常常自鳴得意，自詡「當世第一武學家」。	1	16	金錢創造快樂	0
999015	BG_sheng02	B100089	999019	M100089	S100089	1	企鵝帝	迅騰派重要長老，習得一身賺錢本事。一手威挨批功法總共1000層，爐火純青，招招不留情，人稱無限威挨批。為人小奸惡、喜算計。喜好附庸風雅，收藏各名家字帖，藉以掩飾其惡性。	1	16	無限威挨批	0
999016	BG_pupil	B100090	100090	M100090	S100090	0	迅騰派門人	迅騰派弟子，主要負責收集，偷學江湖上各個門派的武學，自身武學平平	1	16	迅騰派門人	0
999017	killer_snow2	B100062	100062	M100062	S100062	1	风吹雪	谈吐优雅，风度翩翩的奇男子，拥有一张比女人还美的面孔，倾慕中原文化。	0	10	多情公子	0
999018	TL_ysky	B100001	100001	M100001	S100001	0	厲蒼天	本名厲蒼天，天龍八部之首，天龍教創教者。在許多江湖人心中，天王就是邪惡的化身、武林大魔頭。但很少有人知道天王心中的宏圖偉業，要在遙遠的西方，創建一個沒有紛爭的理想國。	1	1	天王	0
